1.329079427171643048e-02,-6.799003926371610662e-02,-5.430564327592845436e-02,2.683363850489811631e-01,7.898200043159664396e-02,4.936649149186870256e-01,3.707418313534671106e-01,4.854203496934493267e-01
-2.042767683290270531e-01,-2.628695623250590363e-01,3.146012539258514762e-01,-1.437321896675951283e-01,-2.198341044206397754e-01,-1.081775970738399137e-02,-1.570574618449514792e-01,1.556082847663484980e-01
-4.627673641892636747e-01,9.629123337437789365e-02,-2.123625157645120665e-01,-2.201322587256699659e-01,-2.324428111704666955e-02,-4.660556839150469810e-01,4.109546388761340929e-01,-1.500586055457652501e-01
1.295935682796191535e-01,-2.176378826129967692e-01,-8.056665720805092357e-02,1.994760606544783432e-02,-4.244131119265469043e-01,-2.094674017722632786e-01,-6.516954451899533568e-03,-5.877017257490786406e-01
7.946926990255226420e-02,1.233751739304392997e-01,1.503779395741479397e-01,-2.607850548789545919e-01,1.022215724509116380e-01,3.155173992379436410e-01,3.626869124112944709e-01,-4.095266637840033752e-01
-3.900829024141999057e-01,-1.530514288878333795e-01,-2.238081637670500113e-01,5.399138845195047276e-01,3.117464631032252909e-01,5.608932679527598754e-03,-2.096867985863262729e-01,3.541022938610517423e-01
6.152293212724092575e-01,-3.272633140114752370e-01,-2.709417575713631288e-01,5.028122695259426012e-01,3.895603724049403471e-01,3.723499833028974804e-01,-2.135579890644862533e-01,-1.896950503832616486e-01
-2.662825930810956976e-01,-9.299655633225785423e-02,-4.804877023176766793e-01,-1.699376405469203433e-01,-1.746787954925374808e-01,1.908090940023610405e-01,4.894986296184555830e-01,-5.313670567841041192e-01
-7.269264379426130379e-03,4.074253465621909820e-01,-2.683761670370878316e-01,-7.459258130202103820e-02,-7.930139798649490923e-02,1.109219926897782871e-01,-3.729801585338567982e-01,4.526419773293217236e-02
3.420849650997789260e-01,-1.189578603715427257e-01,-2.410724382941739352e-01,4.310766008635434354e-01,2.487131557266755166e-01,2.420866401675805246e-01,5.429385764703852785e-02,-1.045846198098819430e-01
-8.412501662156258997e-02,-4.835218559011544848e-01,1.593108628061294108e-01,-5.833560949439171583e-01,-6.721043680052081470e-02,-1.477476113003663161e-01,-3.659971763646471810e-01,-3.214189360291329622e-01
5.040085318884064414e-01,-1.168362836847931796e-01,-3.562323092596050844e-01,4.096370459043852108e-02,-8.007435905972998258e-02,-7.849456221024913027e-01,-3.717051907157852830e-01,1.188786992644479540e-01
-5.030114331347124851e-02,4.805502550456129951e-01,4.890157982124895830e-02,1.403968107197174076e-01,3.592666652725353127e-01,-5.230148095231799132e-01,9.836331339998945211e-02,1.196966273727961411e-01
3.992667975793793289e-01,4.608461547685065995e-01,-4.676350240552110127e-01,-6.264440657918629585e-01,-1.604699452944158278e-01,-5.463553417387322364e-01,3.686461279812922598e-01,1.422114811184389260e-01
3.079896854500580733e-02,-8.792141863310970473e-02,-7.791675249119389690e-02,2.104490495967004104e-01,-1.417746266674967670e-01,5.292142359676647173e-02,3.967517813632107648e-01,2.753913333848327927e-01
2.856300532293409855e-01,6.022385285040502412e-01,2.220302667512673578e-01,-1.610021591909391869e-01,7.103214629264027469e-01,-1.696009124156264980e-01,5.415101426003562368e-01,3.534860924667181103e-02
