1.493519239046754432e-01,4.762014719733966006e-02,-3.431536596054985955e-01,-1.125625098855721901e-01,1.147776316533107889e-02,6.404392448799348103e-02,3.363540647376279946e-02,-1.084097499480483062e-01,-1.139182090982752971e-01,-3.345898334781269301e-02,-2.361856924420999149e-01,-1.524421738666062280e-02,1.296143363212204080e-01,-2.612251351266198576e-02,4.097729231635096614e-01
1.658686753220328658e-02,-5.794740406152690815e-01,-1.568159011269478487e-01,-1.515144955756131395e-02,6.000679547879687187e-02,4.792691544195188530e-02,-4.568207261965622629e-02,2.849203998653497827e-01,4.527721255514294274e-01,2.098665163968239655e-01,-8.098573618978378852e-02,2.242384345122978573e-01,2.126387740342312038e-01,1.619579893156090078e-01,2.601568205607027520e-02
1.443283565241192390e-01,-5.318646312177194996e-02,-1.075183491221710919e-01,3.177824042276360950e-01,1.292998357156314726e-01,-2.542881518163992438e-01,-7.051061246325963927e-02,2.409181459271967640e-01,1.595010753461451602e-01,2.536727265941599585e-01,1.441540236490059801e-01,-2.519580219878721494e-01,1.144733094548916058e-01,-2.642996129311982467e-01,-9.670076155911740134e-02
3.203625567344082214e-01,-2.290335793427689809e-02,8.159054843591738437e-02,1.028974384209423998e-01,-2.566831278230302105e-01,2.745995073153095212e-01,2.421578530996609802e-01,2.728335111296081306e-01,7.928297466547876149e-02,-1.555952772271212703e-01,-3.752083876971802345e-01,-2.489511610712158707e-01,-1.648572241978949193e-01,-1.246211480347727274e-01,-2.802175780097087773e-02
4.598481726216476773e-01,-3.477118077265052287e-01,1.086747797267848675e-01,6.902377514715815621e-02,1.036835776567656825e-01,-1.275288851303129911e-01,2.390205504798944558e-01,8.957794610963658311e-02,2.691415338826104175e-01,3.921633534916225128e-01,2.923196591138859657e-01,2.450622864392069389e-01,-1.284483643122316665e-01,-2.615644913317993203e-01,-1.981983584500859596e-01
7.056409604947004588e-02,-2.895500112764234218e-02,1.440581868993846271e-01,-1.124400048521081857e-01,-3.569108769616648469e-01,4.250142998785686466e-01,-4.349333728083680239e-01,4.017354613783931105e-01,1.550181537781912255e-01,-3.548620100393163335e-01,1.741916885427634010e-01,-1.987328356009225305e-01,-1.402913396974309335e-01,8.449311527598693528e-02,2.092544699588474166e-01
-5.464059077739636533e-02,1.044708308749235648e-01,3.729015342929748594e-02,2.019265983134090059e-01,1.792438945352092527e-01,1.716548563068419631e-01,1.140614307721034421e-01,1.326521321381096130e-01,3.788601967442917773e-01,-3.983936885055384125e-01,1.560926228427321483e-01,-2.065026251032549276e-01,-3.137666564866348207e-02,-1.548589303249844340e-01,-5.980647091848819569e-02
-4.383046951680117931e-01,-8.748984941393678216e-02,-2.375981933033701615e-02,-1.278361643663381564e-01,2.827022710431886798e-01,2.864149885658764383e-01,2.017252615451801678e-01,-5.519828206849836799e-02,3.914143736973492160e-01,-4.792515486277184461e-02,-5.759979348307378011e-01,2.427927337205112446e-01,3.414457418080635853e-01,5.325619555902273705e-02,3.800810812053903587e-02
1.600098335039286113e-01,1.815029140590493084e-01,1.230334823888179080e-01,4.499721670814132990e-01,2.280089196469053670e-01,2.136623089079573157e-01,3.108655630877788512e-01,2.728756707017643973e-02,-1.403202237331854785e-01,-3.083513579817555028e-01,1.114280258704946208e-01,1.794145370367388193e-01,6.302229073301148475e-03,1.785562118833605993e-01,-2.277787170429567548e-02
4.106917150802884553e-01,9.679404889401525824e-02,-3.006883536386605327e-01,-1.975268144616004751e-01,-1.298700881310556610e-01,-1.237871462220691970e-01,-2.781120708991601798e-01,-2.956153067091781342e-02,-2.532491943553357716e-01,-8.890868024006287618e-02,3.754256690116918316e-01,6.719088844334940303e-02,-6.460431322130054388e-03,5.629558992000864570e-02,6.654798835024398063e-01
-3.668304228481962248e-01,-3.372494196945575728e-01,1.555895431329442358e-01,1.989010658434395840e-01,6.041703942705194397e-01,3.399691981712045230e-01,2.550132389905100938e-01,-3.643418133155151284e-01,3.510766536201895271e-01,-1.035858210943969016e-01,3.659839918152956728e-01,5.468834780714606492e-01,2.188484277950999146e-01,4.159805023517739592e-02,-5.760233779220260558e-02
2.636914132702581348e-01,-2.651556320218222407e-01,7.701436872859895866e-02,1.530972526372607022e-02,-6.817919306327875628e-02,-2.278527143721642279e-01,-4.064994055330166389e-02,-1.007646048966577973e-01,-1.217157463411123464e-01,3.443299489964528615e-01,-9.064535091905694120e-02,-5.961827442560896362e-02,-1.133131008000067344e-02,-2.789306191254433687e-01,-2.507279027071649402e-01
-1.707834753180609566e-01,3.644221307422218503e-01,-1.208811801655733376e-02,-1.754245042387723996e-02,9.623316890753332020e-02,1.356533413497757190e-01,3.182464933235969878e-02,-4.828910387664054893e-01,1.177756647573919430e-01,-1.347359587520945146e-01,-7.832065951520303382e-02,-8.030716120262243463e-02,-7.251445524322824767e-04,3.380610004886289155e-01,-1.576259396512675465e-02
-1.048194387534016475e-01,-1.499160150261932556e-01,1.072619560227891095e-01,2.664080911012785269e-02,2.581460262989382359e-01,-2.043926733207538093e-01,-6.974031170644303668e-01,-6.180343954054925981e-02,2.415707123388455835e-01,1.050220002768569166e-01,-4.617503962361155928e-02,-2.244400026813234694e-01,-2.139577781793948127e-02,5.304963137042047194e-02,-2.721249800826816001e-01
-1.628625397396657459e-01,-3.012294054475989080e-01,1.193694337568408231e-01,-1.444036007470268501e-01,7.643701973761062030e-02,-4.244972348191906053e-01,-5.372981385840395196e-01,-2.044966093920135841e-01,1.233190736789492453e-01,-2.278311910016564690e-01,5.662016962007157712e-03,-3.090752287826830941e-03,-2.515465074447694738e-01,-5.975937979304457581e-02,2.380668234258254135e-01
2.850146149955273822e-01,-2.795462638233909419e-02,-3.275804552622350041e-01,3.242275173174342107e-01,-9.092057824199105409e-02,-2.495829609026017915e-01,2.359768190113889219e-01,-7.777906171903115062e-02,-3.219174449145028039e-01,3.761467849265593411e-01,2.164775620703398851e-01,-8.145699202009122619e-02,-2.258683258596440660e-02,2.422154753692322415e-01,4.979804129097257226e-01
-2.210812905305737860e-02,-1.893170404939423512e-01,-2.580934293190676465e-01,7.388499660088279630e-02,4.399676545706874831e-01,1.692624812483458641e-01,-1.396908252643428161e-01,1.070315125631139813e-01,6.745053391781526131e-02,6.005237486187074009e-02,2.434035860967521392e-01,4.441546899178757529e-02,-3.318371799492702418e-02,-2.993186301131886898e-02,5.106392755626795177e-01
3.029051128311232022e-01,2.156699335313974619e-01,4.726953812803594834e-01,1.630344115210446143e-01,7.456222319046022784e-02,3.265220179799227518e-01,1.187384209842649863e-01,3.668446796252637920e-01,-5.250116403494724943e-02,-2.822232931712209125e-01,9.395517060289541866e-02,-4.627729277077273495e-02,-1.354147756498328414e-01,-9.143482694669215205e-02,-6.082528428667149933e-01
2.057268432400932434e-01,-2.154007978133794937e-02,3.934218743869147827e-01,7.367103242961746401e-02,3.951193000181119075e-01,3.597491184850906687e-01,-8.530782096254042879e-02,2.380166266567216582e-01,-2.692977241279271849e-01,3.413184112806820214e-01,9.274702144128363357e-02,-3.513279010426615390e-01,-8.713008266618789410e-02,-1.841113929026724216e-01,-3.339016162603017923e-01
1.076256267038792208e-01,2.076434254005789792e-01,-5.046828504036733332e-01,-3.617991237379343805e-01,-8.481117288269113264e-02,-6.590926766320794050e-02,2.922249299892798469e-01,1.389663051127847451e-02,-9.920927021964848214e-02,-2.302024273044138147e-01,-2.301850600709757777e-01,-1.486237569909970024e-01,1.741756154478042440e-01,-1.266989822235731157e-03,3.116770491342724103e-01
-4.789900918892930903e-01,1.373413410493316000e-01,6.794721088847595070e-01,-5.623953270747670402e-02,1.695541356473541927e-01,2.986488315845868269e-01,2.388197757099121687e-01,3.206026188747182482e-01,-7.437742700276203656e-02,-1.575800949762831693e-01,-1.928013271681608062e-02,-9.716598439948292976e-02,2.977344332585257214e-01,-5.543801460896766731e-01,-1.204542968991272923e-02
-1.383347961597168330e-01,-1.679822301849364097e-01,2.279317528650694757e-01,-1.204851979702367543e-01,2.626896743376820331e-01,4.311960846873258979e-01,3.765657621080446549e-01,-1.605193094566652046e-01,2.709623520875181213e-01,-9.147020314244050376e-02,-1.745624661161229371e-02,-2.840780680768671684e-03,2.472599609412116095e-01,1.799696224140672207e-01,1.360399090444649184e-01
-4.569804528312141345e-01,1.128538825718220506e-01,-5.774886947898938416e-02,-3.223397934045146851e-01,2.150849969841036047e-01,2.496346948381639869e-02,3.054676590538573100e-01,2.293222789949473095e-01,3.077306941057316725e-01,3.265912506050247521e-01,1.675883817335639681e-01,7.494864464771135160e-02,2.904716286499336997e-01,1.114449485577757998e-01,-2.102443668688506184e-01
-3.686501490082119692e-01,-1.708894097425429914e-01,-1.233013314037025854e-01,2.167972013604261838e-01,3.495645041507248196e-01,-2.672746370183477493e-01,1.108214170770658868e-01,-4.548570243493788023e-02,1.113293930075715671e-01,1.164830168025437346e-01,4.391186024164642210e-02,-1.909892749060988770e-01,1.941035748141482220e-01,-5.142000065753843212e-03,-3.719912199856557633e-01
