epoch,train_loss,val_loss,train_accuracy,val_accuracy
1.0,0.6390546569678391,0.6424870865602218,0.8625730994152047,0.8352941176470589
2.0,0.6351996677302577,0.6385997247089513,0.8450292397660819,0.8352941176470589
3.0,0.630324972430839,0.6336194770674036,0.8128654970760234,0.8352941176470589
4.0,0.6255216264409823,0.6287269571273333,0.8070175438596491,0.8235294117647058
5.0,0.6204585926748118,0.6236238345731524,0.7894736842105263,0.8
6.0,0.6154426020493141,0.618520369145608,0.7777777777777778,0.8
7.0,0.6105761518919572,0.6136488504983799,0.7777777777777778,0.8
8.0,0.6059498643455155,0.6089472315253163,0.7748538011695907,0.8117647058823529
9.0,0.6015105134278038,0.604459264844391,0.7807017543859649,0.8
10.0,0.5971929918658321,0.6000015631422725,0.7777777777777778,0.8117647058823529
11.0,0.5929933708952659,0.5954805369444145,0.7777777777777778,0.8117647058823529
12.0,0.5888340791337613,0.5909315036850858,0.783625730994152,0.8235294117647058
13.0,0.5847311316454501,0.5863415615016392,0.7865497076023392,0.8235294117647058
14.0,0.580646977880243,0.5817225965682069,0.7982456140350878,0.8235294117647058
15.0,0.5765603146556524,0.5770806650867881,0.8070175438596491,0.8235294117647058
16.0,0.572424768896552,0.5724356083343599,0.8304093567251462,0.8352941176470589
17.0,0.5683397964827269,0.5678250481390711,0.847953216374269,0.8352941176470589
18.0,0.5642405941646069,0.5632140152796044,0.8567251461988304,0.8352941176470589
19.0,0.5601162885753859,0.5586181817769499,0.868421052631579,0.8588235294117647
20.0,0.5559880177265947,0.5541377207185179,0.8771929824561403,0.9058823529411765
21.0,0.5517871540051694,0.5494764760730219,0.8771929824561403,0.9058823529411765
22.0,0.5475177424537594,0.5447750365332341,0.8801169590643275,0.9058823529411765
23.0,0.5432765992207592,0.5401376201605609,0.8801169590643275,0.9058823529411765
24.0,0.5389648216319157,0.5354677995266928,0.8830409356725146,0.9058823529411765
25.0,0.5346179292699549,0.5307447490082006,0.8830409356725146,0.9058823529411765
26.0,0.5302603107415615,0.5260570726145896,0.8918128654970761,0.9058823529411765
27.0,0.5258812669721571,0.5213983452730557,0.9005847953216374,0.9176470588235294
28.0,0.5214507082021664,0.5167208950072811,0.9005847953216374,0.9176470588235294
29.0,0.5170174802990269,0.5120951153144833,0.9005847953216374,0.9176470588235294
30.0,0.5125869509830644,0.5074446648350449,0.9005847953216374,0.9176470588235294
31.0,0.5081199278926675,0.502737136274286,0.9093567251461988,0.9294117647058824
32.0,0.5036347820603422,0.49803815827805453,0.9122807017543859,0.9294117647058824
33.0,0.4992161052787623,0.49351265615163015,0.9181286549707602,0.9294117647058824
34.0,0.4947288920741061,0.48884878136467563,0.9181286549707602,0.9294117647058824
35.0,0.49025642572167205,0.48432162368448656,0.9239766081871345,0.9529411764705882
36.0,0.4858340502503906,0.4798608722258114,0.9269005847953217,0.9529411764705882
37.0,0.4813565748158234,0.4752272438419664,0.9269005847953217,0.9529411764705882
38.0,0.4769025720416076,0.470626161113906,0.9269005847953217,0.9529411764705882
39.0,0.47244238371701797,0.4661105629689029,0.9298245614035088,0.9529411764705882
40.0,0.4679664913004155,0.461452985702563,0.9298245614035088,0.9529411764705882
41.0,0.4635398348952278,0.4569255804194854,0.9298245614035088,0.9529411764705882
42.0,0.4590967910437182,0.45236725029688013,0.9298245614035088,0.9529411764705882
43.0,0.45464953832564997,0.44776033554246525,0.9298245614035088,0.9529411764705882
44.0,0.45025227526023376,0.44343636483197957,0.9298245614035088,0.9529411764705882
45.0,0.44586789364006335,0.4391673583584338,0.9327485380116959,0.9529411764705882
46.0,0.44150623214419193,0.43504648352299374,0.9385964912280702,0.9529411764705882
47.0,0.43723354997520103,0.43105328376905633,0.9473684210526315,0.9529411764705882
48.0,0.43299908526606284,0.427017046086404,0.9473684210526315,0.9529411764705882
49.0,0.42869362753226936,0.42273211131481137,0.9473684210526315,0.9529411764705882
50.0,0.42442728849178296,0.418474448916415,0.9502923976608187,0.9529411764705882
51.0,0.4201888285752676,0.41422695932248915,0.9502923976608187,0.9529411764705882
52.0,0.4160011601574141,0.410181022018291,0.9502923976608187,0.9529411764705882
53.0,0.41180916390603656,0.4058515290966437,0.9502923976608187,0.9529411764705882
54.0,0.4076639583577381,0.40177397977390406,0.9502923976608187,0.9529411764705882
55.0,0.40356205071825285,0.3976423098483649,0.9473684210526315,0.9529411764705882
56.0,0.39947902158531046,0.393631207904854,0.9473684210526315,0.9529411764705882
57.0,0.3954885713209833,0.38979436404760265,0.9502923976608187,0.9529411764705882
58.0,0.39159792097962937,0.38610384276920656,0.9502923976608187,0.9529411764705882
59.0,0.38775947809128014,0.38260017908655536,0.9502923976608187,0.9529411764705882
60.0,0.3838957588213706,0.37876447356595866,0.9502923976608187,0.9529411764705882
61.0,0.3801085649968493,0.37514874561389405,0.9502923976608187,0.9529411764705882
62.0,0.37631955848682486,0.3712823717733147,0.9502923976608187,0.9529411764705882
63.0,0.3726006329401934,0.36771365083070445,0.9502923976608187,0.9529411764705882
64.0,0.36892452092944145,0.3642429749687222,0.9532163742690059,0.9529411764705882
65.0,0.3652802448831108,0.36067836716775786,0.9532163742690059,0.9529411764705882
66.0,0.36174808579995515,0.35750842034191493,0.9532163742690059,0.9529411764705882
67.0,0.35827235497473936,0.3543914947218938,0.9532163742690059,0.9529411764705882
68.0,0.35484537431536994,0.35130104781986343,0.9532163742690059,0.9529411764705882
69.0,0.3514842392554188,0.34817811271495613,0.9532163742690059,0.9529411764705882
70.0,0.34811825388196976,0.34493838122022946,0.9532163742690059,0.9647058823529412
71.0,0.3447758980312958,0.3414458689770694,0.9532163742690059,0.9647058823529412
72.0,0.34152650281819186,0.3381220389891292,0.9532163742690059,0.9647058823529412
73.0,0.33829890493588705,0.33506139601595525,0.9532163742690059,0.9647058823529412
74.0,0.33515333719578083,0.3322576798374208,0.9532163742690059,0.9647058823529412
75.0,0.33204667970678103,0.32949661541939157,0.956140350877193,0.9647058823529412
76.0,0.32896545686636447,0.32641070342224876,0.956140350877193,0.9647058823529412
77.0,0.3259365825558126,0.3234187450785458,0.956140350877193,0.9647058823529412
78.0,0.32297954883272956,0.32047425679232394,0.956140350877193,0.9647058823529412
79.0,0.3200873936434561,0.3181574565305635,0.956140350877193,0.9647058823529412
80.0,0.3172373428578282,0.31551902893341066,0.9590643274853801,0.9647058823529412
81.0,0.3144227656234445,0.3127792384444995,0.9590643274853801,0.9647058823529412
82.0,0.311659076593964,0.3101145190660227,0.9590643274853801,0.9647058823529412
83.0,0.30894381262848936,0.30746943126022647,0.956140350877193,0.9647058823529412
84.0,0.306308424866558,0.3051187838713515,0.956140350877193,0.9647058823529412
85.0,0.3037304127739859,0.3029245760094496,0.956140350877193,0.9647058823529412
86.0,0.3011674227680389,0.3005380934866916,0.956140350877193,0.9647058823529412
87.0,0.2986586129922878,0.2983338529732412,0.9590643274853801,0.9647058823529412
88.0,0.2962898910965034,0.29649993794278795,0.9590643274853801,0.9647058823529412
89.0,0.29383597322965976,0.29406616440236183,0.9590643274853801,0.9647058823529412
90.0,0.2913823778670825,0.2913954742921427,0.9590643274853801,0.9647058823529412
91.0,0.2890586136884002,0.2891991371783943,0.9590643274853801,0.9647058823529412
92.0,0.2867742672960466,0.2869927943381222,0.9590643274853801,0.9647058823529412
93.0,0.28447646702806567,0.2845839764976713,0.956140350877193,0.9647058823529412
94.0,0.28231417222351324,0.282933449391501,0.9590643274853801,0.9647058823529412
95.0,0.28014528850478526,0.28097260505039695,0.9590643274853801,0.9647058823529412
96.0,0.27801786013003327,0.27913392538806947,0.9619883040935673,0.9647058823529412
97.0,0.27592854954922214,0.2772833429232259,0.9619883040935673,0.9647058823529412
98.0,0.273922942539296,0.27563586814721375,0.9619883040935673,0.9647058823529412
99.0,0.27191757015181184,0.2738758971418851,0.9619883040935673,0.9647058823529412
100.0,0.2699302457691451,0.27213540674777326,0.9619883040935673,0.9647058823529412
101.0,0.26789011963198855,0.2699922299008358,0.9619883040935673,0.9647058823529412
102.0,0.26593837969642936,0.2681217628894947,0.9619883040935673,0.9647058823529412
103.0,0.2639717956741543,0.26605388684523984,0.9619883040935673,0.9647058823529412
104.0,0.26204853175182385,0.2642015713254616,0.9619883040935673,0.9647058823529412
105.0,0.26013526641369833,0.26214861955762875,0.9619883040935673,0.9647058823529412
106.0,0.2582294108676799,0.25993316002986133,0.9619883040935673,0.9647058823529412
107.0,0.25643035660608193,0.25808382405685026,0.9590643274853801,0.9647058823529412
108.0,0.25466757426735276,0.2563577344925564,0.9590643274853801,0.9647058823529412
109.0,0.2529473287989143,0.25491414982547944,0.9590643274853801,0.9647058823529412
110.0,0.2512739034305375,0.25350534100000804,0.9619883040935673,0.9647058823529412
111.0,0.2495941453361972,0.2518703665761603,0.9619883040935673,0.9647058823529412
112.0,0.2479571184611377,0.25044766310918204,0.9619883040935673,0.9647058823529412
113.0,0.24635868432346178,0.2491035057531726,0.9619883040935673,0.9647058823529412
114.0,0.24477505926038065,0.2476107507375952,0.9619883040935673,0.9647058823529412
115.0,0.24324540229597516,0.24639635969326443,0.9649122807017544,0.9647058823529412
116.0,0.24165832847228516,0.2446737136884716,0.9649122807017544,0.9647058823529412
117.0,0.24015737096880563,0.24331541654123034,0.9649122807017544,0.9647058823529412
118.0,0.2386366257465119,0.24153638197302987,0.9619883040935673,0.9647058823529412
119.0,0.23717751820882185,0.24012537602332854,0.9619883040935673,0.9647058823529412
120.0,0.2358212936645074,0.23931317332377264,0.9649122807017544,0.9647058823529412
121.0,0.23444893112663848,0.23818679483472716,0.9619883040935673,0.9647058823529412
122.0,0.23306062597435956,0.23682950487150892,0.9619883040935673,0.9647058823529412
123.0,0.23169121819172836,0.23556831953844806,0.9619883040935673,0.9647058823529412
124.0,0.23032970627865662,0.23427307999591845,0.9619883040935673,0.9647058823529412
125.0,0.22901752022622657,0.2331115930931811,0.9619883040935673,0.9647058823529412
126.0,0.22770176110987164,0.23190900446820598,0.9619883040935673,0.9647058823529412
127.0,0.22637815498922914,0.2304168909911117,0.9649122807017544,0.9647058823529412
128.0,0.22506770857070701,0.22910133725760035,0.9649122807017544,0.9647058823529412
129.0,0.22383292899000326,0.22802126515795293,0.9649122807017544,0.9647058823529412
130.0,0.222660444596566,0.22720005454073566,0.9619883040935673,0.9647058823529412
131.0,0.22145878233801877,0.2260641839282012,0.9619883040935673,0.9647058823529412
132.0,0.2202640857265186,0.22498826548836984,0.9619883040935673,0.9647058823529412
133.0,0.21910102457981004,0.2239193847826757,0.9619883040935673,0.9647058823529412
134.0,0.21798045223334622,0.22292398213271442,0.9619883040935673,0.9647058823529412
135.0,0.21682602527911646,0.22180943564184352,0.9619883040935673,0.9647058823529412
136.0,0.2156741828505302,0.2205781776507258,0.9619883040935673,0.9647058823529412
137.0,0.2145673956948421,0.21960217924107822,0.9619883040935673,0.9647058823529412
138.0,0.21342754731598032,0.21832113468056774,0.9619883040935673,0.9647058823529412
139.0,0.21230313021558903,0.21694999862388806,0.9619883040935673,0.9647058823529412
140.0,0.21126925086414744,0.2162529569732612,0.9619883040935673,0.9647058823529412
141.0,0.21027147574995425,0.21562920934890079,0.9649122807017544,0.9647058823529412
142.0,0.20922255225067976,0.21464482352620304,0.9649122807017544,0.9647058823529412
143.0,0.2082938591026558,0.2142284012770676,0.9678362573099415,0.9647058823529412
144.0,0.20728550061297124,0.2132899185426361,0.9678362573099415,0.9647058823529412
145.0,0.20628905062759242,0.21244044320641547,0.9678362573099415,0.9647058823529412
146.0,0.20529601376355205,0.21152783534734057,0.9678362573099415,0.9647058823529412
147.0,0.20436580339637953,0.2109139190743094,0.9678362573099415,0.9647058823529412
148.0,0.2033439874524224,0.2097424688601751,0.9678362573099415,0.9647058823529412
149.0,0.20231931710769463,0.2084663362586199,0.9678362573099415,0.9647058823529412
150.0,0.20140267301924425,0.2076673978359757,0.9678362573099415,0.9647058823529412
151.0,0.20049779699590323,0.2068348702905234,0.9678362573099415,0.9647058823529412
152.0,0.1996087734339751,0.20603759516131065,0.9678362573099415,0.9647058823529412
153.0,0.19866494747683325,0.2048356426345875,0.9649122807017544,0.9647058823529412
154.0,0.19775000537106988,0.20379256272467133,0.9649122807017544,0.9647058823529412
155.0,0.19694017681770828,0.20341578195904184,0.9678362573099415,0.9647058823529412
156.0,0.1961643171555901,0.2031039879288939,0.9678362573099415,0.9647058823529412
157.0,0.1954041326126423,0.20274915892994055,0.9649122807017544,0.9647058823529412
158.0,0.19438131885390547,0.20108012201231104,0.9678362573099415,0.9647058823529412
159.0,0.1935178988647312,0.2001213294037108,0.9678362573099415,0.9647058823529412
160.0,0.19265499357878604,0.1990314009484926,0.9649122807017544,0.9647058823529412
161.0,0.19181924333727532,0.19803624961979396,0.9649122807017544,0.9647058823529412
162.0,0.1910103573503206,0.19722577369042882,0.9649122807017544,0.9647058823529412
163.0,0.1902754001631269,0.196907438639087,0.9649122807017544,0.9647058823529412
164.0,0.18952236592001945,0.19629381984586758,0.9678362573099415,0.9647058823529412
165.0,0.18883087634725204,0.1960854915438396,0.9678362573099415,0.9647058823529412
166.0,0.18817662192593615,0.19589761987262116,0.9649122807017544,0.9647058823529412
167.0,0.1873973522758639,0.1950454298001336,0.9649122807017544,0.9647058823529412
168.0,0.18682451570394953,0.1951107492515088,0.9649122807017544,0.9647058823529412
169.0,0.186168695511147,0.19481600653627282,0.9649122807017544,0.9647058823529412
170.0,0.18547344244952013,0.19429403632474782,0.9649122807017544,0.9647058823529412
171.0,0.18457931376451708,0.19291795465666414,0.9649122807017544,0.9647058823529412
172.0,0.18372479177062884,0.19158593712145505,0.9649122807017544,0.9647058823529412
