1.838113800626805794e-01,-9.648217187379927451e-02,-4.645165733371489636e-02,7.850936658085037878e-02,1.450532298311517365e-01,-3.790509099098551271e-01,1.902582598920581902e-01,4.246746138100985536e-03
-4.108140214416620695e-01,-2.350071291761132997e-01,8.908392819654736838e-02,-2.649077967912144005e-01,-5.092134412612939753e-01,-2.409181455254459647e-01,-4.003278099303398535e-02,1.055414490598253208e+00
3.187013085150051106e-01,5.937998999711129738e-03,3.715809223652137838e-01,3.065849143562575652e-01,-1.445894538591159517e-01,-4.667688350615863124e-02,-2.981656623310744991e-01,1.028352868905147294e-01
1.098659488642692722e-01,1.467743623467535896e-01,3.625798512801557405e-01,3.533485871929770150e-01,3.247374833354230161e-01,-5.195116958009038388e-01,-8.183552994653550683e-02,-1.092909017746604289e-01
6.820882657822172068e-02,4.154301318298740942e-01,2.280605090087615139e-01,4.934627775606902356e-01,3.269045091764044009e-01,-3.902595693212637107e-01,3.205459398704807450e-01,-1.062517764032148815e+00
-4.589783444394498341e-02,-2.905271618805571054e-01,-2.885113837176591089e-01,-4.519997450363830160e-01,3.842987433421095611e-01,1.340420404521009967e-01,-2.150779327381849293e-01,1.615865419260093805e-01
5.472816258607833273e-01,4.026411812331380236e-01,1.063457893059479353e+00,3.888013089217515761e-01,6.372793376935458332e-01,2.823547852036659700e-01,1.741817899065214725e-01,-7.633787976387099716e-01
-4.834245784352080300e-01,-1.931756999744489722e-01,-2.628789272675325916e-01,-3.493488461998700556e-01,3.305454489559480624e-01,2.052995538786175911e-01,2.963839537697822782e-02,2.022902283512972854e-02
2.357889331288313683e-01,-3.179824739551444512e-01,2.980179970448633697e-01,3.075474830668329940e-01,2.616516128225231386e-01,2.074117458774002165e-01,-1.034496636787232832e-01,-5.584173409991068926e-01
4.072217670891017938e-02,3.028822156052938253e-01,4.962896091545948574e-02,-1.535685451408787539e-01,-5.632771109015664024e-01,-2.514803636803331077e-01,2.267064246817717121e-01,-2.798813593949378009e-01
-2.370035161435725957e-01,2.918407207965835748e-01,-1.135635923408405273e-01,-2.888816159823824892e-01,-2.261343777708663960e-01,1.282433754009464355e-01,3.718459931922800110e-01,1.120139917799377882e-01
4.052706972800030338e-01,-1.327944276943850144e-01,2.627133258853303621e-01,8.473001929169307611e-02,8.604193547930180097e-01,2.060281906294296472e-01,1.845113914979173431e-01,-2.851519009538288074e-01
-4.709330049893309389e-01,7.659381096984856085e-02,-2.789273864029950811e-01,-9.436331209242114493e-02,2.665853968604078306e-01,2.594031122570383818e-01,-1.362284773582370379e-01,4.698453423561169129e-01
1.105244770871538079e-01,1.171326144277008985e-01,-1.401376650799147916e-02,7.555808949967948718e-02,2.041231090927252134e-01,6.865781582488297285e-01,-4.881945761719573562e-02,-3.332270560201264220e-01
-1.169682319208914384e-01,6.059372428872095151e-02,5.258601803593963842e-02,1.984369842649242044e-01,-4.448268179072396022e-01,-4.791449709422643810e-01,-3.112427621669152655e-01,-4.432653638945164842e-01
7.436195023042312113e-02,-9.913519321307033560e-02,-9.557814908619788330e-02,-3.060317953480301556e-01,-4.359214243687435375e-01,-1.427869897009195477e-01,-2.190239568363998579e-01,1.001066632651724353e+00
